"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2015;8251;8251
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2016;8340;8340
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2017;9809;9809
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2018;9763;9763
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2019;9958;9958
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2020;10351;10351
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2021;9603;9603
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2022;9093;9093
"Hushåll som fått utkomststöd under året totalt";"1248";"Satakunta";"04";"totalt";2023;8375;8375
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2014;5498;5498
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2015;5686;5686
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2016;5793;5793
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2017;7029;7029
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2018;6660;6660
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2019;6571;6571
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2020;6799;6799
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2021;6339;6339
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2022;5934;5934
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Karelen";"09";"totalt";2023;5424;5424
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2014;5554;5554
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2015;5744;5744
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2016;5701;5701
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2017;7176;7176
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2018;7287;7287
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2019;7057;7057
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2020;7335;7335
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2021;6673;6673
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2022;6300;6300
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Savolax";"10";"totalt";2023;5906;5906
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2014;7550;7550
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2015;7654;7654
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2016;7750;7750
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2017;8307;8307
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2018;8302;8302
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2019;8163;8163
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2020;8442;8442
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2021;7607;7607
"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2022;7240;7240
